slug,start_ts,end_ts,start_iso,end_iso,token_id,btc_price_ref,mom_1m,mom_3m,vol_5m,regime,model_prob_up,market_prob_up,fee_buffer,edge,signal,outcome_up,trade_pnl,hit
btc-updown-5m-1770994200,1770994200,1770994500,2026-02-13T14:50:00+00:00,2026-02-13T14:55:00+00:00,39896220295834485724877531322110919214621200868459165502907941002034453105107,67697.43,0.002117849980371251,0.007876774124007084,0.0017562033068052394,Trend,0.7783674286073153,0.505,0.03,0.24336742860731533,TRADE,0.0,-0.535,0
btc-updown-5m-1770994500,1770994500,1770994800,2026-02-13T14:55:00+00:00,2026-02-13T15:00:00+00:00,54860307864394563860042631615113423022002650273171816758697421420336497587979,67862.3,0.0144307070593525,0.007837130960476724,0.0017647943455025637,Trend,0.9697455727588793,0.505,0.03,0.43474557275887926,TRADE,1.0,0.46499999999999997,1
btc-updown-5m-1770994800,1770994800,1770995100,2026-02-13T15:00:00+00:00,2026-02-13T15:05:00+00:00,11386468774282195912683269147915442207223523047013291510067564448475391707477,67825.87,-0.0025607352941177156,0.007986809028889777,0.0018270925724154635,Trend,0.6045358960136226,0.495,0.03,0.07953589601362257,SKIP,1.0,0.0,
btc-updown-5m-1770995100,1770995100,1770995400,2026-02-13T15:05:00+00:00,2026-02-13T15:10:00+00:00,64294066790501030025152537865563119212002651079080611865510706617607650843940,67799.93,0.000697832483305064,0.007402184935755653,0.00190318525098192,Trend,0.7186438579933834,0.495,0.03,0.19364385799338338,TRADE,1.0,0.475,1
btc-updown-5m-1770995400,1770995400,1770995700,2026-02-13T15:10:00+00:00,2026-02-13T15:15:00+00:00,52399808828283228481281227418723413841236093397721325693784175398148921237815,68337.7,0.009720773406540713,0.011430406687446578,0.0019838089510409366,Trend,0.9544374350173285,0.505,0.03,0.41943743501732844,TRADE,1.0,0.46499999999999997,1
btc-updown-5m-1770995700,1770995700,1770996000,2026-02-13T15:15:00+00:00,2026-02-13T15:20:00+00:00,40158810461154986345129880023571427722204038022672165411438640173330528186212,68517.91,0.006672272194149683,0.016562069743151463,0.0020019902927636466,Trend,0.9572369994040644,0.505,0.03,0.42223699940406434,SKIP,0.0,0.0,
btc-updown-5m-1770996000,1770996000,1770996300,2026-02-13T15:20:00+00:00,2026-02-13T15:25:00+00:00,71657082327540517724846530359224202681985170462393255097935329910344255849156,68208.49,0.004388868633453161,0.013499108469539453,0.0020313331111279456,Trend,0.9112210584940647,0.505,0.03,0.3762210584940646,SKIP,1.0,0.0,
btc-updown-5m-1770996300,1770996300,1770996600,2026-02-13T15:25:00+00:00,2026-02-13T15:30:00+00:00,44223482864758280387799933077331377928618297868095833275823372627818718056149,68516.64,0.0007868510140620272,0.007983497212241661,0.002108287332470119,Trend,0.7340602547541634,0.495,0.03,0.20906025475416337,SKIP,1.0,0.0,
btc-updown-5m-1770996600,1770996600,1770996900,2026-02-13T15:30:00+00:00,2026-02-13T15:35:00+00:00,33978359965860124737159930694918932152958568156937670837100797670334198775287,68991.95,0.011245778838781296,0.018386681372508352,0.0021647187645608243,Trend,0.9843891207087133,0.5,0.03,0.4543891207087133,SKIP,1.0,0.0,
btc-updown-5m-1770996900,1770996900,1770997200,2026-02-13T15:35:00+00:00,2026-02-13T15:40:00+00:00,55182995165085316695810083642512123722159490431315472717000451628144982161948,69157.02,0.0125541035537847,0.02115397734168994,0.0021178741341387588,Trend,0.9911064967597466,0.505,0.03,0.45610649675974657,SKIP,0.0,0.0,
btc-updown-5m-1770997200,1770997200,1770997500,2026-02-13T15:40:00+00:00,2026-02-13T15:45:00+00:00,67874779115917560733783833433486816514711946622720401362275586224425905989185,68819.34,-0.00021065220246320706,0.014096399319095895,0.0020197480168441194,Trend,0.8281910272822777,0.505,0.03,0.29319102728227764,SKIP,0.0,0.0,
btc-updown-5m-1770997500,1770997500,1770997800,2026-02-13T15:45:00+00:00,2026-02-13T15:50:00+00:00,98525409192332397391570522171830903500318762472726595436499348162348594925234,68661.8,-0.00770819697386386,0.007203383739123231,0.0017826969033046002,Trend,0.3556311338747385,0.5,0.03,-0.1743688661252615,SKIP,0.0,0.0,
btc-updown-5m-1770997800,1770997800,1770998100,2026-02-13T15:50:00+00:00,2026-02-13T15:55:00+00:00,75903697328578976939456351858558786708674445682195537413838191187063283590198,68538.63,-0.007143954980741322,0.0011080474833256174,0.0017591015184337333,Trend,0.2273544311279185,0.505,0.03,-0.3076455688720815,SKIP,1.0,0.0,
btc-updown-5m-1770998100,1770998100,1770998400,2026-02-13T15:55:00+00:00,2026-02-13T16:00:00+00:00,41231688362309785260051954150675477410083316311458213999478703190239376334005,68626.99,-0.0027431216337651366,0.005546499590833318,0.0016989201959465745,Trend,0.5259419964008912,0.5,0.03,-0.004058003599108767,SKIP,1.0,0.0,
btc-updown-5m-1770998400,1770998400,1770998700,2026-02-13T16:00:00+00:00,2026-02-13T16:05:00+00:00,99721184323053807620429602117185436605296742568875128383264207141917556694291,68629.29,0.000348514941539409,0.005198878524493933,0.0016838063500409562,Trend,0.6500470114195308,0.5,0.03,0.12004701141953081,TRADE,1.0,0.47,1
btc-updown-5m-1770998700,1770998700,1770999000,2026-02-13T16:05:00+00:00,2026-02-13T16:10:00+00:00,68412830860067376267522558807796160231148247139337347407802586192068821521751,68887.65,0.0035893858024478582,0.0011497119398260825,0.0016318973889122442,Trend,0.6723380838595582,0.505,0.03,0.13733808385955817,TRADE,1.0,0.46499999999999997,1
btc-updown-5m-1770999000,1770999000,1770999300,2026-02-13T16:10:00+00:00,2026-02-13T16:15:00+00:00,28667010928215778204090045254596899504277031978574157270331600113761109451000,68961.67,0.005731627247783386,-0.0028247313143337552,0.0015641498744110396,Trend,0.6525255485280409,0.505,0.03,0.1175255485280409,TRADE,1.0,0.46499999999999997,1
btc-updown-5m-1770999300,1770999300,1770999600,2026-02-13T16:15:00+00:00,2026-02-13T16:20:00+00:00,110358970823646018474430078620789671871454457889564050966475783474768197899610,69084.27,0.006807334082708538,0.0004260381421435026,0.001541481049415364,Trend,0.7711445873666484,0.5,0.03,0.24114458736664837,TRADE,0.0,-0.53,0
btc-updown-5m-1770999600,1770999600,1770999900,2026-02-13T16:20:00+00:00,2026-02-13T16:25:00+00:00,65641461187450554157181831397970939306493721987261844912612118452581877032822,69112.94,0.0007020978231203642,0.004318487509256711,0.0015107710357826444,Trend,0.642025270200479,0.495,0.03,0.11702527020047895,TRADE,0.0,-0.525,0
btc-updown-5m-1770999900,1770999900,1771000200,2026-02-13T16:25:00+00:00,2026-02-13T16:30:00+00:00,88535882012890219063024348798740731733184801242613888883329580539303520846400,68970.31,0.00046984301237982547,0.00833786549707599,0.0013964464351667895,Trend,0.7367719688136327,0.495,0.03,0.21177196881363272,TRADE,1.0,0.475,1
btc-updown-5m-1771000200,1771000200,1771000500,2026-02-13T16:30:00+00:00,2026-02-13T16:35:00+00:00,33370434210958496474207248663310073960998938862424270702486054174004859201716,69059.78,-0.0007691757867629924,0.006025245108357839,0.0013338139976584622,Trend,0.6297688277302379,0.505,0.03,0.0947688277302379,SKIP,1.0,0.0,
btc-updown-5m-1771000500,1771000500,1771000800,2026-02-13T16:35:00+00:00,2026-02-13T16:40:00+00:00,89509759978679318789972950220767288261373855163874382295160481256811762532983,69164.15,0.0034375393984463864,0.007683783441992301,0.0014214571128092649,Trend,0.8151688885951686,0.505,0.03,0.28016888859516853,TRADE,1.0,0.46499999999999997,1
btc-updown-5m-1771000800,1771000800,1771001100,2026-02-13T16:40:00+00:00,2026-02-13T16:45:00+00:00,46167685641062122718465534245888271936736215131946291784135087696363023355647,69339.87,0.0035381515990934444,0.009925368210536653,0.0013285151273353438,Trend,0.8550499723139474,0.5,0.03,0.3250499723139474,TRADE,0.0,-0.53,0
btc-updown-5m-1771001100,1771001100,1771001400,2026-02-13T16:45:00+00:00,2026-02-13T16:50:00+00:00,52734407870624871904175716508421030641629974595026133201715022905645203500788,69232.84,-0.0023340362197115487,0.0014201270390277903,0.001190477813853167,Trend,0.4262102215055641,0.495,0.03,-0.0987897784944359,SKIP,0.0,0.0,
btc-updown-5m-1771001400,1771001400,1771001700,2026-02-13T16:50:00+00:00,2026-02-13T16:55:00+00:00,102485024109899341792836504213933613294675256849709204731593463162584624299444,69065.08,-0.0028151867035632935,0.000936225371185908,0.0010780368166030132,Trend,0.3923349146117822,0.495,0.03,-0.13266508538821778,SKIP,1.0,0.0,
btc-updown-5m-1771001700,1771001700,1771002000,2026-02-13T16:55:00+00:00,2026-02-13T17:00:00+00:00,57153022778223833985537349908619461184088271256699549553943196411397629832060,69161.33,-0.0018818984603212272,0.0007001583205691932,0.0010593184807673385,Trend,0.4262676743069372,0.505,0.03,-0.10873232569306282,SKIP,0.0,0.0,
btc-updown-5m-1771002000,1771002000,1771002300,2026-02-13T17:00:00+00:00,2026-02-13T17:05:00+00:00,66083378533611934153061328069401782304943990685352707492188847851321237657590,68897.21,-0.0024118286024887785,-0.00026104545876658104,0.0011026583213571838,Trend,0.3752964579384391,0.505,0.03,-0.15970354206156093,SKIP,0.0,0.0,
btc-updown-5m-1771002300,1771002300,1771002600,2026-02-13T17:05:00+00:00,2026-02-13T17:10:00+00:00,20409491984528761360814573309025929101177849728429374814912973186463661781856,68890.89,-0.0032512196956983137,-0.002545654773479249,0.0010705782911266898,Trend,0.2822108756635287,0.495,0.03,-0.2427891243364713,SKIP,0.0,0.0,
btc-updown-5m-1771002600,1771002600,1771002900,2026-02-13T17:10:00+00:00,2026-02-13T17:15:00+00:00,109653988442306451829811120038557492223346825156491688829499671403062753272713,68701.68,-0.004004904177321645,-0.006686556546997269,0.0010659636021522639,Trend,0.1728005096881194,0.495,0.03,-0.3521994903118806,SKIP,1.0,0.0,
btc-updown-5m-1771002900,1771002900,1771003200,2026-02-13T17:15:00+00:00,2026-02-13T17:20:00+00:00,20026553664193965661294523120260592374246530665612338472301890505480154919109,68971.24,-0.00036494647113564753,-0.004170080129875608,0.0010975126027257783,Trend,0.3520590873986951,0.485,0.03,-0.16294091260130486,SKIP,0.0,0.0,
btc-updown-5m-1771003200,1771003200,1771003500,2026-02-13T17:20:00+00:00,2026-02-13T17:25:00+00:00,40050448710324810582169290944902647346586378320350986780192214666787686446939,68985.04,0.0036838821716397682,-0.0037078769494372507,0.0010739638141719255,Trend,0.5436870665704823,0.495,0.03,0.018687066570482275,SKIP,1.0,0.0,
btc-updown-5m-1771003500,1771003500,1771003800,2026-02-13T17:25:00+00:00,2026-02-13T17:30:00+00:00,67116034106014577607830763232499023658471147919409459308950095399149378274442,68995.58,0.0024567575652920336,-0.0009037332247869289,0.0010777079978668582,Trend,0.5721577176059224,0.505,0.03,0.037157717605922375,SKIP,0.0,0.0,
btc-updown-5m-1771003800,1771003800,1771004100,2026-02-13T17:30:00+00:00,2026-02-13T17:35:00+00:00,100040370170676434336700212738900195460672252938208643726087483751373670722627,69011.95,0.001950997980910042,-0.002241820197229831,0.00107124302644113,Trend,0.5098266074943832,0.505,0.03,-0.02517339250561676,SKIP,1.0,0.0,
btc-updown-5m-1771004100,1771004100,1771004400,2026-02-13T17:35:00+00:00,2026-02-13T17:40:00+00:00,70077094341698432925483973752468717000645146441449095000527777207029598050643,69066.03,0.0007901581620454394,0.00196618332958558,0.0009063908862150892,Trend,0.5846555837151822,0.495,0.03,0.05965558371518223,SKIP,1.0,0.0,
btc-updown-5m-1771004400,1771004400,1771004700,2026-02-13T17:40:00+00:00,2026-02-13T17:45:00+00:00,94597775140933481981294712198087596541185918880978697798033364536626060998534,69154.12,0.002029151152924064,0.00358905019692535,0.0009058981877055882,Trend,0.6812880115277713,0.495,0.03,0.1562880115277713,TRADE,1.0,0.475,1
btc-updown-5m-1771004700,1771004700,1771005000,2026-02-13T17:45:00+00:00,2026-02-13T17:50:00+00:00,89362791990973324262003036166762342934642414392100332504855760292936158990106,69143.39,5.640770563963053e-05,0.006742104072286231,0.0009026352357300846,Trend,0.6863479503983616,0.505,0.03,0.1513479503983616,TRADE,0.0,-0.535,0
btc-updown-5m-1771005000,1771005000,1771005300,2026-02-13T17:50:00+00:00,2026-02-13T17:55:00+00:00,23294939792416401153750242761850766668746768964648377608378279312802760913323,69128.53,0.0010401597527828835,0.0024325420913162525,0.0008940744445085097,Trend,0.6090619379849567,0.505,0.03,0.07406193798495667,SKIP,0.0,0.0,
btc-updown-5m-1771005300,1771005300,1771005600,2026-02-13T17:55:00+00:00,2026-02-13T18:00:00+00:00,92620112445196860381002012224883046397305665302469503617739074510200370050914,69050.11,-0.0019482574954938665,0.0025050244949116757,0.0008894301519848725,Trend,0.478597931333348,0.505,0.03,-0.05640206866665201,SKIP,0.0,0.0,
btc-updown-5m-1771005600,1771005600,1771005900,2026-02-13T18:00:00+00:00,2026-02-13T18:05:00+00:00,100635037179014318926636220606433682735042205288217765647964424019542054373968,69062.39,-0.0011808682281219637,0.00042573841496095226,0.0008220214410206316,Trend,0.4515652257897166,0.505,0.03,-0.08343477421028342,SKIP,0.0,0.0,
btc-updown-5m-1771005900,1771005900,1771006200,2026-02-13T18:05:00+00:00,2026-02-13T18:10:00+00:00,79174675811824964926076010264432357011125470577255361436016283237730358332109,69032.81,-0.0005481342514847559,0.0005889073225401004,0.0008177527982768673,Chop,0.48482830924769094,0.505,0.03,-0.05017169075230907,SKIP,1.0,0.0,
btc-updown-5m-1771006200,1771006200,1771006500,2026-02-13T18:10:00+00:00,2026-02-13T18:15:00+00:00,391584180047361009573886216840992952946563991029908366833429308110763048426,69142.81,0.0012585456130468722,0.0002873141264948991,0.0007183988329901513,Trend,0.5578102968698677,0.505,0.03,0.022810296869867713,SKIP,0.0,0.0,
btc-updown-5m-1771006500,1771006500,1771006800,2026-02-13T18:15:00+00:00,2026-02-13T18:20:00+00:00,44910525172847744736114560726128172451896690566517713349561110843881804639466,69069.97,0.001573197094958015,-0.0006327254943664704,0.0007124021719893183,Trend,0.5445694707592339,0.505,0.03,0.009569470759233895,SKIP,0.0,0.0,
btc-updown-5m-1771006800,1771006800,1771007100,2026-02-13T18:20:00+00:00,2026-02-13T18:25:00+00:00,61503914387769444475408144073644060076633635498715985918504906298134317267482,69026.28,-0.001448650168777718,-0.002016604747782659,0.0006531589128257934,Trend,0.37077909143843013,0.505,0.03,-0.16422090856156987,SKIP,1.0,0.0,
btc-updown-5m-1771007100,1771007100,1771007400,2026-02-13T18:25:00+00:00,2026-02-13T18:30:00+00:00,25085324500007211185355393546209755746130316536651114579878654493212263394332,69059.53,-0.0018608642966698986,-0.0011200953701037567,0.0006561030802866812,Trend,0.37857261992233887,0.505,0.03,-0.15642738007766113,SKIP,0.0,0.0,
btc-updown-5m-1771007400,1771007400,1771007700,2026-02-13T18:30:00+00:00,2026-02-13T18:35:00+00:00,25288860065159192215159573198742205376325694302408799966647358621601577343680,69035.18,-0.0003272621853758667,-0.00024401889415859057,0.0006384008227889236,Chop,0.4715992300936876,0.505,0.03,-0.06340076990631241,SKIP,0.0,0.0,
btc-updown-5m-1771007700,1771007700,1771008000,2026-02-13T18:35:00+00:00,2026-02-13T18:40:00+00:00,77436318654813500635143251719652547768862936171298861195919934581786353442782,69157.78,0.0010852193186698857,0.0017236689292597581,0.0006387900995023667,Trend,0.5930595957561053,0.505,0.03,0.05805959575610534,SKIP,1.0,0.0,
btc-updown-5m-1771008000,1771008000,1771008300,2026-02-13T18:40:00+00:00,2026-02-13T18:45:00+00:00,28291632254626726472229650551978852529282913031574442069471114001620464093484,69234.5,0.0028799600438498903,0.003959021761133956,0.0006530964882800523,Trend,0.7245912928443883,0.505,0.03,0.18959129284438828,TRADE,1.0,0.46499999999999997,1
btc-updown-5m-1771008300,1771008300,1771008600,2026-02-13T18:45:00+00:00,2026-02-13T18:50:00+00:00,83635997747517094791050305604270412920448217567234951302535580137770220642901,69336.64,0.0033264473692588784,0.0022328007346401704,0.0006672536425259361,Trend,0.6984665784306111,0.505,0.03,0.1634665784306111,TRADE,0.0,-0.535,0
btc-updown-5m-1771008600,1771008600,1771008900,2026-02-13T18:50:00+00:00,2026-02-13T18:55:00+00:00,11895155782968876854491082966390389145991257902681836511664181295901706105833,69178.67,-0.001560038310349575,0.0011384949348769646,0.0007084233545131486,Trend,0.4569755550417503,0.505,0.03,-0.0780244449582497,SKIP,1.0,0.0,
btc-updown-5m-1771008900,1771008900,1771009200,2026-02-13T18:55:00+00:00,2026-02-13T19:00:00+00:00,95298884654705597590905975444948954733390636125058827200849663740033774612607,69192.52,-0.0011538497627843827,0.003322923941060927,0.0007204575996546978,Trend,0.540471169359788,0.505,0.03,0.005471169359788003,SKIP,0.0,0.0,
btc-updown-5m-1771009200,1771009200,1771009500,2026-02-13T19:00:00+00:00,2026-02-13T19:05:00+00:00,49302590721186168202703975484775323716401465585567011845858080563957419547922,69107.54,-0.0016669331968467592,7.409291888757793e-05,0.0006662400305566958,Trend,0.42121043137230557,0.505,0.03,-0.11378956862769443,SKIP,0.0,0.0,
btc-updown-5m-1771009500,1771009500,1771009800,2026-02-13T19:05:00+00:00,2026-02-13T19:10:00+00:00,60453560363147603544695625060570685232740726844710851637572005028916433396752,69005.5,-0.003093342610086495,-0.0005570364156402153,0.000645015330546657,Trend,0.34311424365912313,0.505,0.03,-0.19188575634087687,SKIP,1.0,0.0,
btc-updown-5m-1771009800,1771009800,1771010100,2026-02-13T19:10:00+00:00,2026-02-13T19:15:00+00:00,73487285657175171554403239369279687502260053383693312274781772513693929874395,69171.86,0.0007819981564809839,0.0011316521470056855,0.000674335918527041,Chop,0.5620742268424542,0.505,0.03,0.027074226842454224,SKIP,1.0,0.0,
btc-updown-5m-1771010100,1771010100,1771010400,2026-02-13T19:15:00+00:00,2026-02-13T19:20:00+00:00,2179459966099970821754790873380590298109521443496145880791655755934911183180,69165.17,0.002110127379887974,-0.0017548807304598529,0.0006361832618594686,Trend,0.5358856692307464,0.505,0.03,0.0008856692307464276,SKIP,1.0,0.0,
btc-updown-5m-1771010400,1771010400,1771010700,2026-02-13T19:20:00+00:00,2026-02-13T19:25:00+00:00,67797687541166099172837827554258368863694060941940004404354165842773602997304,69185.62,0.0024979268467799497,-0.0011343523976820775,0.0006132866356665073,Trend,0.5717447071678122,0.505,0.03,0.036744707167812224,SKIP,1.0,0.0,
